SBSCRN_ACTVTY_KEY,SBSCRN_ID,ACTVTY_TYPE_ID,USED_ACTVTY_TYPE_ID,ACTVTY_DT,ACTVTY_TS,HHLD_ID,PRTY_KEY,PRTY_ID,PARNT_ACCT_KEY,PARNT_ACCT_ID,PARNT_ACCT_NUM,CHILD_ACCT_KEY,CHILD_ACCT_ID,CHILD_ACCT_NUM,VEH_KEY,DVC_KEY,dvc_id,EQMNT_KEY,EQMNT_ID,PLAN_KEY,PLAN_ID,OFR_ID,FROM_PLAN_KEY,FROM_PLAN_ID,FROM_OFR_ID,PROD_KEY,PROD_ID,FROM_PROD_KEY,FROM_PROD_ID,PKG_ID,FROM_PKG_ID,FEAT_ID,AGN_KEY,cust_rep_id,PTNR_ID,LNKD_INET_FL,MRD_TYPE_CD,SBSCR_LIFCYC_KEY,CONV_REP_OWN_SEGMT_KEY,OWNR_TYPE2_KEY,DEACTIVATION_REASON_CODE,TRIAL_ID,SRVC_ID,RENW_ID,FROM_RENW_ID,COLL_SCNRO_ID,SRVC_LVL_PMT_KEY,NONPAY_SRVC_KEY,BILLING_METHOD,FROM_BILLING_METHOD,SLFPAY_TURNOVER_RSN,SLFPAY_TURNOVER_DT,FUTURE_DEACTVN_DT,SCHD_SEASONAL_SUSP_REACTVN_DT,Call_Reason,Call_Disposition,INSE_USER_ID,INSE_TS,UPDT_USER_ID,UPDT_TS,Save_Activity,Deact_Activity_By_Save_Agent,Conversion_Activity_By_Save_Agent,Save_Opportunity_Activity
41,447000000000.0,41,?,2019-01-03 00:00:00,1/3/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,41,43350,3.08E+11,630153030,308000000000.0,3.08E+11,-1,938153489,48739,3381,2455.2,10091,41.0,245,-2,-2,-2,13123,446000000000,-2,-2,SIR_AUD_ALLACCESS,Unknown,8,41,root.0.0.0.1,12237,Y,-1,13905885327,-2,95,17,286690134,447000000000.0,1527402534,?,4.48E+11,-2,76218618,Credit Card,?,?,?,?,?,41,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
42,116000000000.0,42,?,2019-01-01 00:00:00,1/1/19 0:00,5000000000000.0,650528372.0,5000000000000.0,42,34654,1.14E+11,492186273,114000000000.0,1.14E+11,17284,445076832,10970,665,-262.1,8983,42.0,240,8858,3.10E+11,1842,11952,25368043519,12126,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,42,1494RPH,10482,Y,Single,13867085761,-2,95,?,28025818,116000000000.0,1573781477,374134507,?,?,?,Credit Card,Credit Card,?,?,?,?,42,?,UP_EDWDBA,2019-01-01 00:00:00,UP_EDWDBA,2019-01-01 00:00:00,0,0,0,0
43,438000000000.0,43,?,2018-01-19 00:00:00,1/19/18 0:00,5000000000000.0,446201115.0,5000000000000.0,43,21147,1-22437556440,503993483,438000000000.0,4.38E+11,127252,706262909,45972,4863,3931.2,8858,43.0,1842,8858,3.10E+11,1604,12126,311000000000,12126,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,43,1983SIM,12162,Y,Single,10173439851,-2,6,0,252348406,438000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,43,?,up_edwetl_TLD,2019-01-19 21:20:00,up_edwetl_TLD,2019-01-19 21:20:00,0,0,0,0
44,-1.0,44,?,2019-05-16 00:00:00,5/16/19 0:00,5000000000000.0,700810418.0,5000000000000.0,44,88939,4.46E+11,720299670,446000000000.0,4.46E+11,26184,433189168,5866,856,-71.1,7688,44.0,2529,?,?,?,7397,25368046868,?,?,SIR_AUD_EVT,?,8,44,613AQIB,8457,N,Single,15093317250,-2,7,?,17309205,452000000000.0,1704277898,?,?,?,?,Invoice,?,?,?,?,?,44,?,UP_EDWDBA,2019-05-16 00:00:00,UP_EDWDBA,2019-05-16 00:00:00,0,0,0,0
45,415000000000.0,45,?,2016-01-16 00:00:00,1/16/16 0:00,5000000000000.0,70146636.0,5000000000000.0,45,58268,4.15E+11,191327847,415000000000.0,4.15E+11,44410,52945880,20493,326,-601.1,4143,45.0,2651,2965,25368045261,2558,7397,25368046868,7383,25368046820,SIR_AUD_EVT,SIR_AUD_EVT,8,45,Not Applicable,8457,N,SINGLE,1397232599,-2,7,0,-2,415000000000.0,449350211,449350209,4.21E+11,?,29038487,Invoice,Invoice,Not Applicable,?,2/13/16,?,45,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
46,441000000000.0,46,?,2018-06-06 00:00:00,6/6/18 0:00,5000000000000.0,486186433.0,5000000000000.0,46,83707,4.41E+11,549375968,441000000000.0,4.41E+11,15119,421021124,2569,911,-16.1,7845,46.0,2635,9722,4.31E+11,2635,12044,25368047320,11373,4.29E+11,SIR_AUD_EVT,SIR_AUD_ALLACCESS,8,46,Not Applicable,8457,Y,Single,11332189416,-2,7,0,-2,441000000000.0,1368551408,1368551408,4.43E+11,?,67936303,Credit Card,Credit Card,Not Applicable,?,7/2/18,?,46,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWETL_TLD,2018-07-29 09:20:00,0,0,0,0
47,-1.0,47,?,2018-10-21 00:00:00,10/21/18 0:00,5000000000000.0,5000000000000.0,5000000000000.0,47,17909,1-17227788538,609081092,6768770690.0,1-17227788538,21531,178047215,100233,2941,2015.2,555,47.0,9208,-2,-2,-2,11574,9000024281,-2,-2,SIR_AUD_PKG_MM,Unknown,8,47,CUWI,12170,N,-1,12870463398,-2,95,217,97291563,6769075163.0,1427217137,1361210105,-1,-2,-1,Credit Card,?,?,?,?,?,47,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
48,461000000000.0,48,?,2019-12-26 00:00:00,12/26/19 0:00,5000000000000.0,3571361669.0,5000000000000.0,48,106514,4.61E+11,834536237,461000000000.0,4.61E+11,-1,-1,88412,-1,-1.0,10484,48.0,11253,10512,4.57E+11,11309,13670,457000000000,13733,4.57E+11,SIR_IP_VID,SIR_IP_VID,7,48,CUWI,-1,Y,Single,16856950868,-2,347,0,336627050,461000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,48,?,up_edwetl_TLD,2019-12-27 08:24:00,up_edwetl_TLD,2019-12-27 08:24:00,0,0,0,0
49,448000000000.0,49,?,2018-12-29 00:00:00,12/29/18 0:00,5000000000000.0,558815627.0,5000000000000.0,49,20146,1-21649568209,593442689,21649568209.0,1-21649568209,-1,-1,74514,-1,-1.0,9641,49.0,2096,?,?,?,11372,427000000000,?,?,SIR_IP_VID,?,7,49,6152P,-1,Y,Single,13856685255,-2,95,?,292473312,448000000000.0,1572993103,?,?,?,?,Credit Card,?,?,?,?,?,49,?,UP_EDWDBA,2018-12-29 00:00:00,UP_EDWDBA,2018-12-29 00:00:00,0,0,0,0
50,439000000000.0,50,?,2020-01-09 00:00:00,1/9/20 0:00,5000000000000.0,3470429569.0,5000000000000.0,50,13735,1-6894536773,705413297,439000000000.0,4.39E+11,-1,-1,85966,-1,-1.0,8970,50.0,244,8859,3.10E+11,2137,7202,25368043283,10303,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,50,2788AGB,4444,Y,Linked,16953327989,-2,284,?,255649296,439000000000.0,2024189833,1782414418,?,?,?,Credit Card,Credit Card,?,?,?,?,50,?,UP_EDWDBA,2020-01-09 00:00:00,UP_EDWDBA,2020-01-09 00:00:00,0,0,0,0
51,438000000000.0,51,?,2019-10-13 00:00:00,10/13/19 0:00,5000000000000.0,3282912778.0,5000000000000.0,51,23754,1-24601868055,705187938,438000000000.0,4.38E+11,148127,-1,101844,-1,-1.0,8983,51.0,240,9672,4.27E+11,1960,6851,25368042515,10276,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,51,CUWI,12162,Y,Linked,16329674120,-2,284,?,252617784,438000000000.0,1907115048,1654491140,?,?,?,Invoice,Invoice,?,?,?,?,51,?,UP_EDWDBA,2019-10-13 00:00:00,UP_EDWDBA,2019-10-13 00:00:00,0,0,0,0
52,427000000000.0,52,?,2019-04-16 00:00:00,4/16/19 0:00,5000000000000.0,411552925.0,5000000000000.0,52,68350,4.27E+11,683011537,427000000000.0,4.27E+11,16903,196323512,42308,2540,1614.2,9086,52.0,2532,9086,4.09E+11,2532,7397,25368046868,7397,25368046868,SIR_AUD_EVT,SIR_AUD_EVT,8,52,3498AB,12162,N,Single,14887626290,-2,95,0,-2,427000000000.0,1658992922,1658992922,4.51E+11,?,82122902,Invoice,Invoice,Not Applicable,?,?,?,52,?,UP_EDWETL_TLD,2019-04-17 08:13:00,UP_EDWETL_TLD,2019-04-17 03:31:00,0,0,0,0
53,402000000000.0,53,?,2017-03-08 00:00:00,3/8/17 0:00,5000000000000.0,46418516.0,5000000000000.0,53,41204,3.06E+11,358758079,306000000000.0,3.06E+11,42782,47832005,17438,63,-864.1,8418,53.0,2632,3442,25368047181,2632,11993,25368046914,7410,25368046914,SIR_AUD_EVT,SIR_AUD_EVT,8,53,Not Applicable,8457,N,Single,4589032166,-2,95,0,-2,402000000000.0,423030439,423030438,4.31E+11,?,47937459,Credit Card,Credit Card,Not Applicable,?,4/3/17,?,53,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
54,446000000000.0,54,?,2018-09-24 00:00:00,9/24/18 0:00,5000000000000.0,504513227.0,5000000000000.0,54,88924,4.46E+11,598905360,446000000000.0,4.46E+11,-1,-1,76840,-1,-1.0,9722,54.0,1599,9722,4.31E+11,1599,10723,413000000000,10723,4.13E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,54,web1,901,Y,Linked,12536341528,-1,95,0,281752306,446000000000.0,1463753447,1463753447,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,54,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
55,414000000000.0,55,?,2016-03-19 00:00:00,?,5000000000000.0,142487552.0,5000000000000.0,55,57539,4.14E+11,206049830,414000000000.0,4.14E+11,112889,219752795,24163,215,-712.1,4141,55.0,2558,8658,3.05E+11,1598,7489,25368047188,7146,25368043159,SIR_AUD_EVT,SIR_AUD_EVT,8,55,2725DO,11771,Y,Single,1751999094,-2,95,0,47362365,414000000000.0,487097683,487097681,?,?,-2,Invoice,Invoice,Not Applicable,?,?,?,55,?,up_edwetl_TLD,2019-01-22 18:37:00,up_edwetl_TLD,2019-01-22 18:37:00,0,0,0,0
56,445000000000.0,56,?,2019-07-01 00:00:00,?,5000000000000.0,714156433.0,5000000000000.0,56,87809,4.45E+11,679900589,445000000000.0,4.45E+11,182616,1031169000,100552,5371,4248.2,9915,56.0,2206,9964,4.41E+11,2847,13094,438000000000,12921,4.41E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,56,3543RPH,10482,Y,Single,15550548034,-2,95,0,278115121,445000000000.0,1665085792,1665085791,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,56,?,up_edwetl_TLD,2019-07-02 08:24:00,up_edwetl_TLD,2019-07-02 08:24:00,0,0,0,0
57,451000000000.0,57,?,2019-04-04 00:00:00,4/4/19 0:00,5000000000000.0,689244868.0,5000000000000.0,57,87619,4.45E+11,676530406,445000000000.0,4.45E+11,48123,902643927,85361,4346,3420.2,7984,57.0,1952,7984,25368045433,1952,7063,25368042975,7063,25368042975,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,6,57,5912P,12176,Y,Single,14769146857,-1,6,0,303953307,451000000000.0,1664968262,1664968262,?,?,?,Invoice,Invoice,Not Applicable,?,?,?,57,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
58,422000000000.0,58,?,2019-02-25 00:00:00,2/25/19 0:00,5000000000000.0,563545235.0,5000000000000.0,58,23498,1-24374821730,659219172,24374821730.0,1-24374821730,68247,466916521,24366,761,-166.1,8970,58.0,244,9178,4.10E+11,2628,12049,25368047360,12157,4.10E+11,SIR_AUD_ALLACCESS,SIR_AUD_EVT_SXM,8,58,3533TB,8457,Y,Single,14368581810,-2,7,?,161415184,422000000000.0,1623532673,1608771057,?,?,?,Credit Card,Credit Card,?,?,?,?,58,?,UP_EDWDBA,2019-02-25 00:00:00,UP_EDWDBA,2019-02-25 00:00:00,0,0,0,0
59,-1.0,59,?,2015-03-18 00:00:00,3/18/15 0:00,5000000000000.0,32336043.0,5000000000000.0,59,23040,1-24141877169,50674136,24141877169.0,1-24141877169,16984,184973481,104021,4303,3377.2,3442,59.0,2632,3924,3.11E+11,2216,7410,25368046914,10277,3.11E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,59,3455AC,12162,N,Single,567106781,-2,95,?,155757359,24141874545.0,907595062,907595061,?,?,?,Credit Card,Credit Card,?,?,?,?,59,?,UP_EDWDBA,2015-03-18 00:00:00,UP_EDWDBA,2015-03-18 00:00:00,0,0,0,0
60,431000000000.0,60,?,2018-08-04 00:00:00,8/4/18 0:00,5000000000000.0,419289089.0,5000000000000.0,60,62319,4.20E+11,572883597,420000000000.0,4.20E+11,97605,696880700,86082,2382,1456.2,8978,60.0,250,7845,25368044877,2635,11959,25368046656,12044,25368047320,SIR_AUD_ALLACCESS,SIR_AUD_EVT,8,60,613AQIB,1978,Y,Single,12109424832,-2,6,200,-2,431000000000.0,1422762251,1378410058,4.44E+11,?,69256922,Credit Card,Credit Card,Not Applicable,?,?,?,60,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWETL_TLD,2019-03-25 22:06:00,0,0,0,0
61,-1.0,61,?,2010-10-24 00:00:00,10/24/10 0:00,5000000000000.0,17033680.0,5000000000000.0,61,29648,1.09E+11,68046989,109000000000.0,1.09E+11,-1,25848272,6153,20,-907.1,361,61.0,8722,?,?,?,5800,9000026432,?,?,SIR_AUD_EVT,?,8,61,1356P,1978,U,Single,64578650,-2,95,?,18039303,109000000000.0,60195083,?,?,?,?,Credit Card,?,?,?,?,?,61,?,UP_EDWDBA,2010-10-24 00:00:00,UP_EDWDBA,2010-10-24 00:00:00,0,0,0,0
62,409000000000.0,62,?,2016-06-27 00:00:00,6/27/16 0:00,5000000000000.0,35666329.0,5000000000000.0,62,3525,1-425115170,143652756,409000000000.0,4.09E+11,45660,194987540,37292,2472,1546.2,4235,62.0,2628,3924,3.11E+11,2216,10553,410000000000,10277,3.11E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,62,4058AC,12162,Y,Multi ,2357211797,-2,95,?,52988015,409000000000.0,608687825,608687824,?,?,?,Invoice,Invoice,?,?,?,?,62,?,UP_EDWDBA,2016-06-27 00:00:00,UP_EDWDBA,2016-06-27 00:00:00,0,0,0,0
63,449000000000.0,63,?,2019-04-10 00:00:00,4/10/19 0:00,5000000000000.0,615562297.0,5000000000000.0,63,93636,4.49E+11,680973027,449000000000.0,4.49E+11,-1,-1,40400,-1,-1.0,8658,63.0,1598,8658,3.05E+11,1598,10023,305000000000,10023,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,63,OEMManager,901,Y,Linked,14832609512,-1,95,0,295909987,449000000000.0,1669968953,1669968953,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,63,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
64,444000000000.0,64,?,2019-07-01 00:00:00,?,5000000000000.0,714112536.0,5000000000000.0,64,87194,4.44E+11,734604271,444000000000.0,4.44E+11,172458,1026010111,35926,5364,4241.2,9088,64.0,2552,8750,3.07E+11,2846,7489,25368047188,10126,3.07E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,64,150NLB,12158,Y,Single,15550301713,-2,95,0,276142330,444000000000.0,1768999998,1662117967,?,?,-2,Invoice,Invoice,Not Applicable,?,?,?,64,?,up_edwetl_TLD,2019-07-02 08:24:00,up_edwetl_TLD,2019-07-02 08:24:00,0,0,0,0
65,452000000000.0,65,?,2019-07-14 00:00:00,7/14/19 0:00,5000000000000.0,693904903.0,5000000000000.0,65,97537,4.52E+11,750064900,452000000000.0,4.52E+11,54532,1016234529,17052,38,-889.1,9643,65.0,2127,9643,4.27E+11,2127,13253,427000000000,13253,4.27E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,65,514AGOBS,2524,Y,Single,15654854416,-2,25,0,305574505,452000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,65,?,up_edwetl_TLD,2019-07-15 08:14:00,up_edwetl_TLD,2019-07-15 08:14:00,0,0,0,0
66,-1.0,66,?,2017-09-28 00:00:00,9/28/17 0:00,5000000000000.0,257248429.0,5000000000000.0,66,47203,4.02E+11,382990705,402000000000.0,4.02E+11,122416,279566578,67473,1183,257.2,7845,66.0,2635,7688,25368044245,2529,12044,25368047320,7397,25368046868,SIR_AUD_EVT,SIR_AUD_EVT,8,66,1312WME,12162,N,Single,8963354305,-2,95,?,199870118,433000000000.0,1011613036,1011613035,?,?,?,Credit Card,Credit Card,?,?,?,?,66,?,UP_EDWDBA,2017-09-28 00:00:00,UP_EDWDBA,2017-09-28 00:00:00,0,0,0,0
67,-1.0,67,?,2013-01-03 00:00:00,1/3/13 0:00,5000000000000.0,39675916.0,5000000000000.0,67,30948,1.10E+11,71066034,110000000000.0,1.10E+11,25213,22237301,5113,797,-130.1,2933,67.0,2631,-1,0,-1,7410,25368046914,5222,9000019382,SIR_AUD_BASIC,SIR_AUD_BASIC,8,67,16201S,8457,U,Single,49847164,-2,95,?,110628659,111000000000.0,46405552,46405551,?,?,?,Credit Card,Credit Card,?,?,?,?,67,?,UP_EDWDBA,2013-01-03 00:00:00,UP_EDWDBA,2013-01-03 00:00:00,0,0,0,0
68,457000000000.0,68,?,2019-12-24 00:00:00,12/24/19 0:00,5000000000000.0,3556912501.0,5000000000000.0,68,103859,4.57E+11,834248192,457000000000.0,4.57E+11,218789,1094097141,36270,5364,4241.2,8658,68.0,1598,8658,3.05E+11,1598,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,68,OEMManager,12177,Y,Single,16841583729,-1,95,0,325270246,457000000000.0,2002330432,2002330432,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,68,?,UP_EDWETL_COD,2019-12-25 08:38:00,UP_EDWETL_COD,2019-12-25 02:20:00,0,0,0,0
69,-1.0,69,?,2017-08-29 00:00:00,8/29/17 0:00,5000000000000.0,5000000000000.0,5000000000000.0,69,65703,4.24E+11,454220015,424000000000.0,4.24E+11,42939,234527359,38140,1325,399.2,9084,69.0,2651,-2,-2,-2,7489,25368047188,-2,-2,SIR_AUD_EVT,Unknown,8,69,root.0.0.0.1,12198,N,-1,8889753597,-2,95,17,188267886,427000000000.0,613357272,?,4.35E+11,-2,54532233,Credit Card,?,?,?,?,?,69,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
70,-1.0,70,?,2018-09-04 00:00:00,9/4/18 0:00,5000000000000.0,401227413.0,5000000000000.0,70,45371,3.10E+11,517278701,310000000000.0,3.10E+11,43744,456557734,17961,630,-297.1,9442,70.0,2541,9088,4.09E+11,2552,10837,419000000000,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,70,1457RPH,10554,N,Single,12366200152,-2,95,?,38369562,436000000000.0,1447444627,427197420,?,?,?,Credit Card,Credit Card,?,?,?,?,70,?,UP_EDWDBA,2018-09-04 00:00:00,UP_EDWDBA,2018-09-04 00:00:00,0,0,0,0
71,-1.0,71,?,2018-04-07 00:00:00,4/7/18 0:00,5000000000000.0,456915575.0,5000000000000.0,71,64795,4.23E+11,373724541,423000000000.0,4.23E+11,14791,67031963,34131,1329,403.2,9178,71.0,2628,8872,3.11E+11,2231,12157,410000000000,10811,3.11E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,71,4605P,12162,N,Single,10792120025,-2,7,?,50491056,423000000000.0,1318079579,584828403,?,?,?,Invoice,Invoice,?,?,?,?,71,?,UP_EDWDBA,2018-04-07 00:00:00,UP_EDWDBA,2018-04-07 00:00:00,0,0,0,0
72,421000000000.0,72,?,2018-08-14 00:00:00,8/14/18 0:00,5000000000000.0,378045837.0,5000000000000.0,72,9860,1-3770863149,435305094,421000000000.0,4.21E+11,118412,684612670,85381,5363,4240.2,9444,72.0,2201,8872,3.11E+11,2231,10829,419000000000,10811,3.11E+11,SIR_DATA_TRVLLNK_TRAF_SE,SIR_DATA_TRVLLNK_TRAF_SE,8,72,5773P,1978,Y,Single,12188464308,-2,95,?,178492248,421000000000.0,1430847870,1132946399,?,?,?,Invoice,Credit Card,?,?,?,?,72,?,UP_EDWDBA,2018-08-14 00:00:00,UP_EDWDBA,2018-08-14 00:00:00,0,0,0,0
73,447000000000.0,73,?,2019-09-19 00:00:00,9/19/19 0:00,5000000000000.0,2593991666.0,5000000000000.0,73,90156,4.47E+11,788091220,447000000000.0,4.47E+11,169864,1077870006,38690,5355,4232.2,9836,73.0,2856,9836,4.35E+11,2856,11329,427000000000,11329,4.27E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,73,OEMManager,8457,Y,Single,16159189398,-1,95,0,285700961,447000000000.0,1874506861,1874506861,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,73,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
74,432000000000.0,74,?,2019-04-18 00:00:00,4/18/19 0:00,5000000000000.0,686216626.0,5000000000000.0,74,69649,4.28E+11,685695166,428000000000.0,4.28E+11,129761,683969308,82687,2356,1430.2,9178,74.0,2628,9178,4.10E+11,2628,12157,410000000000,12157,4.10E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,74,Not Applicable,12177,N,Single,14905748818,-2,95,0,-2,432000000000.0,1676206937,1349743688,4.51E+11,?,82337626,Credit Card,Credit Card,Not Applicable,?,5/14/19,?,74,?,UP_EDWETL_TLD,2019-04-19 08:13:00,UP_EDWETL_TLD,2019-04-19 03:33:00,0,0,0,0
75,456000000000.0,75,?,2019-08-14 00:00:00,8/14/19 0:00,5000000000000.0,560111619.0,5000000000000.0,75,102232,4.56E+11,771436952,456000000000.0,4.56E+11,6002,418909812,2192,313,-614.1,10392,75.0,11095,10392,4.53E+11,11095,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,75,OEMManager,1979,Y,Single,15901216439,-1,7,0,319539584,456000000000.0,1826153987,1826153987,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,75,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
76,307000000000.0,76,20011,2019-08-19 00:00:00,8/19/19 0:00,5000000000000.0,695449525.0,5000000000000.0,76,1226,1612505,773195286,3083839.0,1612505,39307,452099141,15303,16,-911.1,7845,76.0,3316,7813,25368044749,2647,12044,25368047320,12008,25368047042,SIR_AUD_EVT,SIR_AUD_EVT,8,76,6306P,1979,Y,Single,15928681809,-2,95,0,34373409,307000000000.0,1832185024,1795333683,?,?,?,Credit Card,Credit Card,?,?,?,?,76,Unknown,up_edwetl_TLD,2019-08-19 00:00:00,up_edwetl_TLD,2019-08-19 00:00:00,1,0,0,1
77,449000000000.0,77,?,2019-01-15 00:00:00,1/15/19 0:00,5000000000000.0,648681629.0,5000000000000.0,77,92915,4.49E+11,643998299,449000000000.0,4.49E+11,86185,986818462,12654,662,-265.1,7984,77.0,1952,7984,25368045433,1952,7063,25368042975,7063,25368042975,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,6,77,OEMManager,8457,Y,Single,14011586729,-1,25,0,294306358,449000000000.0,1587174439,1587174439,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,77,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
78,-1.0,78,?,2003-08-01 00:00:00,8/1/03 0:00,5000000000000.0,17701268.0,5000000000000.0,78,2080,1-141341177,1791379,89398796.0,1-141341177,-1,166839529,94325,2196,1270.2,1793,78.0,9488,?,?,?,5969,9000028531,?,?,SIR_AUD_EVT,?,8,78,15733CB,12162,U,Single,520983776,-2,95,?,92708297,89396538.0,867894708,?,?,?,?,Invoice,?,?,?,?,?,78,?,UP_EDWDBA,2003-08-01 00:00:00,UP_EDWDBA,2003-08-01 00:00:00,0,0,0,0
79,-1.0,79,?,2016-04-27 00:00:00,?,5000000000000.0,132729718.0,5000000000000.0,79,53859,4.09E+11,216579781,409000000000.0,4.09E+11,112879,230144118,81768,1432,506.2,3930,79.0,2223,8658,3.05E+11,1598,10811,311000000000,7146,25368043159,SIR_AUD_EVT,SIR_AUD_EVT,8,79,841RCR,11771,N,Single,1977090133,-2,95,0,83555635,424000000000.0,1107665699,1107665698,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,79,?,up_edwetl_TLD,2019-01-22 18:37:00,up_edwetl_TLD,2019-01-22 18:37:00,0,0,0,0
80,107000000000.0,80,?,2017-07-29 00:00:00,7/29/17 0:00,5000000000000.0,40311007.0,5000000000000.0,80,27457,1.07E+11,425789361,107000000000.0,1.07E+11,18561,435297577,6661,20,-907.1,7813,80.0,2647,7813,25368044749,2647,12008,25368047042,12008,25368047042,SIR_AUD_EVT,SIR_AUD_EVT,8,80,Not Applicable,1978,Y,Single,8072598534,-2,95,0,-2,107000000000.0,342962494,342962493,4.35E+11,?,54320167,Invoice,Invoice,Not Applicable,?,8/26/17,?,80,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
81,-1.0,81,?,2017-12-31 00:00:00,12/31/17 0:00,5000000000000.0,383192377.0,5000000000000.0,81,1169,1235018,460690556,2084685.0,1235018,-1,212344549,92407,3381,2455.2,9915,81.0,2206,?,?,?,12781,438000000000,?,?,SIR_AUD_EVT,?,8,81,CUWI,11621,N,Single,10019293544,-2,7,?,159712611,439000000000.0,1178037604,?,?,?,?,Credit Card,?,?,?,?,?,81,?,UP_EDWDBA,2017-12-31 00:00:00,UP_EDWDBA,2017-12-31 00:00:00,0,0,0,0
82,437000000000.0,82,?,2018-11-01 00:00:00,11/1/18 0:00,5000000000000.0,535722449.0,5000000000000.0,82,78538,4.37E+11,614707206,437000000000.0,4.37E+11,-1,-1,49913,-1,-1.0,8658,82.0,1598,8658,3.05E+11,1598,10023,305000000000,10023,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,82,OEMManager,901,Y,Linked,13190359841,-1,95,0,246357935,437000000000.0,1522216562,1522216562,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,82,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
83,409000000000.0,83,?,2019-09-26 00:00:00,9/26/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,83,51433,4.07E+11,658832163,407000000000.0,4.07E+11,97238,695566262,7205,312,-615.1,7845,83.0,2635,-2,-2,-2,12044,25368047320,-2,-2,SIR_AUD_EVT,Unknown,8,83,root.0.0.0.1,1978,Y,-1,16204321686,-2,7,209,115614471,409000000000.0,1841041821,1802560004,?,-2,-1,Credit Card,?,?,?,?,?,83,?,UP_EDWETL_TLD,2019-09-26 00:00:00,up_Edwetl_TLD,2019-09-26 00:00:00,0,0,0,0
